Organism                                                      Scaffold              Start    End      Score  LLS_Dehydrogenase  LLS_E1-like  LLS_LlsA  LLS_YcaO
Listeria monocytogenes PNUSAL000304                           AAAMJD010000001.1     629245   634557   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL004298                           AAAMMN010000021.1     102      5414     5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL004396                           AAAMPB010000001.1     621906   627218   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL004435                           AAAMQP010000001.1     629255   634567   5.22   1                  1            1         1       
Listeria monocytogenes FDA1078079-050-001                     AAAMTL010000001.1     82308    87620    5.21   1                  1            1         1       
Listeria monocytogenes 18B05744-15-R103377                    AAANCR010000008.1     154166   159478   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL004592                           AAANED010000001.1     3055     8367     5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL004613                           AAANJW010000001.1     622139   627451   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL004671                           AAANMT010000001.1     569147   574459   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL000529                           AAANWB010000083.1     59       5371     5.21   1                  1            1         1       
Listeria monocytogenes PNUSAL004731                           AAANXA010000001.1     569170   574482   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL000564                           AAAONX010000046.1     50       5362     5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL001291                           AAAOWY010000002.1     3574     8886     5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL000584                           AAAOYW010000001.1     601932   607244   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL001553                           AAAPES010000012.1     71721    77033    5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL001563                           AAAPIN010000020.1     96       4102     4.13   1                  1            1         0       
Listeria monocytogenes PNUSAL001630                           AAAPLL010000001.1     290245   295557   5.21   1                  1            1         1       
Listeria monocytogenes PNUSAL001670                           AAAPOB010000001.1     3649     8961     5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL001737                           AAAPRD010000012.1     24593    29905    5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL001802                           AAAPXR010000002.1     2950     8262     5.22   1                  1            1         1       
Listeria monocytogenes FDA821574 6-5                          AAAPZB010000049.1     60       5372     5.22   1                  1            1         1       
Listeria monocytogenes FDA821574 3-8                          AAAPZF010000001.1     621383   626695   5.22   1                  1            1         1       
Listeria monocytogenes FDA731238 82-1                         AAAQEO010000001.1     566889   572202   3.16   1                  0            1         1       
Listeria monocytogenes FDA731238 69-1                         AAAQEQ010000001.1     621906   627219   3.16   1                  0            1         1       
Listeria monocytogenes FDA731238 59-1                         AAAQEP010000001.1     629245   634558   3.16   1                  0            1         1       
Listeria monocytogenes FDA731238 40-1                         AAAQER010000001.1     629245   634558   3.16   1                  0            1         1       
Listeria monocytogenes FDA731238 78-1                         AAAQES010000001.1     621906   627219   3.16   1                  0            1         1       
Listeria monocytogenes FDA731238 50-1                         AAAQEU010000001.1     882672   887985   3.16   1                  0            1         1       
Listeria monocytogenes FDA731238 48-1                         AAAQEW010000001.1     621906   627219   3.16   1                  0            1         1       
Listeria monocytogenes FDA731238 29-1                         AAAQGD010000001.1     621384   626697   3.16   1                  0            1         1       
Listeria monocytogenes FDA731238 31-1                         AAAQGC010000001.1     621906   627219   3.16   1                  0            1         1       
Listeria monocytogenes FDA731238 32-1                         AAAQGF010000001.1     621906   627219   3.16   1                  0            1         1       
Listeria monocytogenes FDA731238 26-1                         AAAQGK010000001.1     621384   626697   3.16   1                  0            1         1       
Listeria monocytogenes FDA731238 25-1                         AAAQGH010000001.1     621906   627219   3.16   1                  0            1         1       
Listeria monocytogenes FDA731238 24-1                         AAAQGI010000001.1     629245   634558   3.16   1                  0            1         1       
Listeria monocytogenes FDA731238 23-1                         AAAQGJ010000001.1     629245   634558   3.16   1                  0            1         1       
Listeria monocytogenes FDA731238 28-1                         AAAQGG010000001.1     621906   627219   3.16   1                  0            1         1       
Listeria monocytogenes FDA731238 2-1                          AAAQGM010000001.1     621906   627219   3.16   1                  0            1         1       
Listeria monocytogenes FDA731238 10-1                         AAAQGN010000001.1     621383   626696   3.16   1                  0            1         1       
Listeria monocytogenes PNUSAL000634                           AAAQLB010000001.1     154987   160299   5.21   1                  1            1         1       
Listeria monocytogenes CFSAN008046                            AAAQLH010000010.1     125      5437     5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL000043                           AAAQWH010000002.1     393790   399102   5.22   1                  1            1         1       
Listeria monocytogenes AHDCLM36                               AAARSN010000051.1     438      3545     4.21   1                  1            0         1       
Listeria monocytogenes PNUSAL002446                           AAATHG010000001.1     82278    87590    5.21   1                  1            1         1       
Listeria monocytogenes PNUSAL002405                           AAATHI010000029.1     110      5422     5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL002557                           AAATPL010000001.1     601078   606390   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL002584                           AAATRT010000003.1     336668   341980   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL002639                           AAATXL010000001.1     628944   634256   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL002638                           AAAUCX010000021.1     156      5474     5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL002766                           AAAUNR010000001.1     319      5631     5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL002740                           AAAUPA010000011.1     68429    73741    5.22   1                  1            1         1       
Listeria monocytogenes FSIS1609695                            AAAUQG010000014.1     24559    29871    5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL002815                           AAAUSH010000001.1     3844     9156     5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL003026                           AAAUWR010000001.1     620708   626020   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL003005                           AAAVBX010000001.1     621401   626713   5.22   1                  1            1         1       
Listeria monocytogenes MOD1_LS1085                            AAAVCK010000019.1     59       5371     5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL003080                           AAAVIP010000013.1     177      5489     5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL003243                           AAAVVC010000001.1     116213   121525   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL003333                           AAAWAA010000001.1     393805   399117   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL003339                           AAAWAR010000001.1     433573   438885   5.21   1                  1            1         1       
Listeria monocytogenes PNUSAL003531                           AAAWPN010000001.1     601956   607268   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL003476                           AAAWRF010000001.1     2820     8132     5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL003551                           AAAWSB010000001.1     613917   619229   5.21   1                  1            1         1       
Listeria monocytogenes PNUSAL003545                           AAAWSK010000001.1     118110   123422   5.21   1                  1            1         1       
Listeria monocytogenes PNUSAL003581                           AAAWTY010000001.1     629243   634555   5.22   1                  1            1         1       
Listeria monocytogenes FLAG-13349-4                           AAAXYT010000001.1     629246   634558   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL001823                           AAAYAI010000001.1     621817   627129   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL001856                           AAAYBA010000023.1     1628     6940     5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL001877                           AAAYDV010000010.1     93277    98589    5.22   1                  1            1         1       
Listeria monocytogenes FDA731238 30-1                         AAAYEY010000001.1     621384   626697   3.16   1                  0            1         1       
Listeria monocytogenes FDA731238 20-1                         AAAYEZ010000001.1     629245   634558   3.16   1                  0            1         1       
Listeria monocytogenes PNUSAL001987                           AAAYNO010000002.1     236720   242032   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL001936                           AAAYUZ010000008.1     154168   159480   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL000791                           AAAYXU010000001.1     628736   634048   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL002037                           AAAYYR010000001.1     621384   626696   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL002086                           AAAZET010000024.1     93       5405     5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL002085                           AAAZEU010000001.1     407547   412859   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL002083                           AAAZEX010000002.1     2420     7732     5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL002110                           AAAZMA010000001.1     629241   634553   5.22   1                  1            1         1       
Listeria monocytogenes VA-WGS-16084                           AABAWW010000014.1     58314    63626    5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL002952                           AABBMR010000001.1     451138   456450   5.22   1                  1            1         1       
Listeria monocytogenes FSIS1700507                            AABBOI010000001.1     3844     9156     5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL003936                           AABCSA010000032.1     460      3567     4.21   1                  1            0         1       
Listeria monocytogenes 198097                                 AABEDP010000001.1     620977   626289   5.22   1                  1            1         1       
Listeria monocytogenes 214532                                 AABEER010000002.1     3844     9156     5.22   1                  1            1         1       
Listeria monocytogenes 201644                                 AABEEW010000026.1     39       5351     5.22   1                  1            1         1       
Listeria monocytogenes CFSAN072490                            AABELM010000001.1     566898   572210   5.22   1                  1            1         1       
Listeria monocytogenes 566193                                 AABFRN010000001.1     621001   626313   5.22   1                  1            1         1       
Listeria monocytogenes 609483                                 AABGQM010000002.1     442      5754     5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL004817                           AACJYU010000001.1     628723   634035   5.22   1                  1            1         1       
Listeria monocytogenes CFSAN084983                            AAECGF010000001.1     628712   634024   5.22   1                  1            1         1       
Listeria monocytogenes CFSAN085093                            AAECIA010000001.1     629245   634557   5.22   1                  1            1         1       
Listeria monocytogenes CFSAN085094                            AAECIF010000001.1     628712   634024   5.22   1                  1            1         1       
Listeria monocytogenes CFSAN085108                            AAECII010000001.1     629246   634558   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL004925                           AAEXOU010000009.1     18403    23715    5.21   1                  1            1         1       
Listeria monocytogenes PNUSAL004924                           AAEXOV010000005.1     3109     8421     5.21   1                  1            1         1       
Listeria monocytogenes PNUSAL004930                           AAFFLC010000001.1     116517   121829   5.21   1                  1            1         1       
Listeria monocytogenes L7-1856                                AAHZKC010000069.1     318      3425     4.21   1                  1            0         1       
Listeria monocytogenes PNUSAL005211                           AAJCMZ010000001.1     882591   887903   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL004980                           AAJERT010000016.1     52       5364     5.22   1                  1            1         1       
Listeria monocytogenes AG19-0266                              AAJFJW010000001.1     767908   773220   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL005217                           AAJHDS010000008.1     3643     8955     5.21   1                  1            1         1       
Listeria monocytogenes PNUSAL002775                           AAJQVN010000001.1     629254   634566   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL005202                           AAJUQR010000004.1     3560     8872     5.21   1                  1            1         1       
Listeria monocytogenes PNUSAL005509                           AAJWCE010000001.1     626625   631937   5.22   1                  1            1         1       
Listeria monocytogenes AG19-0296                              AAJZAY010000001.1     767925   773237   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL005847                           AALAQR010000001.1     629567   634879   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL006672                           AANCSI010000001.1     116517   121829   5.21   1                  1            1         1       
Listeria monocytogenes PNUSAL006713                           AANCVQ010000001.1     3629     8941     5.21   1                  1            1         1       
Listeria monocytogenes PNUSAL006338                           AANDRA010000003.1     273      5585     5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL005287                           AANEGB010000005.1     971      4078     4.21   1                  1            0         1       
Listeria monocytogenes PNUSAL004784                           AANEGI010000003.1     3617     8929     5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL005317                           AANEHA010000001.1     621915   627227   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL005342                           AANEJJ010000001.1     622293   627605   5.22   1                  1            1         1       
Listeria monocytogenes 893991                                 AAQRZP010000002.1     416      5728     5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL007212                           AASFJB010000001.1     632452   637764   5.21   1                  1            1         1       
Listeria monocytogenes PNUSAL007316                           AATTDU010000001.1     628701   634012   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL007377                           AAUNLH010000001.1     629254   634566   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL007660                           AAVFSH010000001.1     628933   634251   5.22   1                  1            1         1       
Listeria monocytogenes CFSAN093930                            AAVNJJ010000001.1     629251   634563   5.22   1                  1            1         1       
Listeria monocytogenes CFSAN093887                            AAVNJQ010000001.1     629251   634563   5.22   1                  1            1         1       
Listeria monocytogenes CFSAN093931                            AAVNJY010000001.1     629251   634563   5.22   1                  1            1         1       
Listeria monocytogenes CFSAN093932                            AAVNJX010000001.1     629702   635014   5.22   1                  1            1         1       
Listeria monocytogenes CFSAN093933                            AAVNKF010000001.1     629251   634563   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL007732                           AAVNOJ010000001.1     629244   634556   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL007736                           AAVOFL010000001.1     116560   121872   5.21   1                  1            1         1       
Listeria monocytogenes SENASICA_Li_AX25                       AAVWFK010000031.1     37       5349     5.21   1                  1            1         1       
Listeria monocytogenes PNUSAL007711                           AAVWLE010000001.1     213      5524     3.16   1                  0            1         1       
Listeria monocytogenes CFSAN093921                            AAVXNC010000001.1     621915   627227   5.22   1                  1            1         1       
Listeria monocytogenes CFSAN093919                            AAVXNM010000001.1     629254   634566   5.22   1                  1            1         1       
Listeria monocytogenes CFSAN093920                            AAVXNL010000001.1     629254   634566   5.22   1                  1            1         1       
Listeria monocytogenes CFSAN093922                            AAVXVH010000001.1     629254   634566   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL007981                           AAWEYH010000004.1     236851   242163   5.22   1                  1            1         1       
Listeria monocytogenes FSL N3-0065                            AAWGRU010000001.1     621444   626756   5.22   1                  1            1         1       
Listeria monocytogenes 953440                                 AAWGTC010000002.1     381482   386794   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL008096                           AAWJFS010000001.1     629242   634554   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL008227                           AAWLTN010000001.1     628944   634256   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL008361                           AAWNFB010000017.1     67       5378     5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL008365                           AAWPOQ010000001.1     882681   887993   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL008287                           AAWPZT010000001.1     629165   634477   5.22   1                  1            1         1       
Listeria monocytogenes 998505                                 AAWRNV010000001.1     566398   571710   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL008417                           AAWTNH010000001.1     629240   634552   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL008191                           AAWTRH010000010.1     47       5359     5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL008195                           AAWTRO010000009.1     50       5362     5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL008424                           AAWWLL010000031.1     64       5376     5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL008137                           AAWXUM010000001.1     622185   627497   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL008476                           AAXAFW010000001.1     629011   634323   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL008608                           AAXFRT010000001.1     620705   626017   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL008874                           AAXXBM010000001.1     426265   431577   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL008852                           AAXXWH010000001.1     381287   386599   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL008907                           AAYKQE010000001.1     882591   887903   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL009155                           AAYVWK010000001.1     116561   121873   5.21   1                  1            1         1       
Listeria monocytogenes PNUSAL009132                           AAYWVW010000001.1     621410   626722   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL009064                           AAYZLT010000001.1     629235   634547   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL009055                           AAYZNE010000001.1     116076   121388   5.22   1                  1            1         1       
Listeria monocytogenes CFSAN102078                            AAZAPM010000001.1     882547   887859   5.22   1                  1            1         1       
Listeria monocytogenes CFSAN102086                            AAZARF010000001.1     629039   634351   5.22   1                  1            1         1       
Listeria monocytogenes CFSAN102090                            AAZATZ010000001.1     629244   634556   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL009029                           AAZBCD010000001.1     621384   626696   5.22   1                  1            1         1       
Listeria monocytogenes CFSAN076499                            AAZCMB010000001.1     20238    25550    5.21   1                  1            1         1       
Listeria monocytogenes CFSAN076542                            AAZCPP010000001.1     20238    25550    5.21   1                  1            1         1       
Listeria monocytogenes CFSAN076541                            AAZCPU010000001.1     20238    25550    5.21   1                  1            1         1       
Listeria monocytogenes FSL N4-0333                            AAZEBF010000001.1     621905   627217   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL009006                           AAZEUK010000001.1     620787   626099   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL009380                           AAZNMZ010000001.1     629285   634597   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL009384                           AAZNNF010000001.1     629244   634556   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL009558                           AAZQXF010000009.1     24499    29811    5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL009631                           AAZSYF010000001.1     621906   627218   5.22   1                  1            1         1       
Listeria monocytogenes 1158525                                ABAEZA010000023.1     79       5391     5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL009880                           ABAFHI010000001.1     477      5789     5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL010196                           ABAMCJ010000001.1     628944   634256   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL010250                           ABAMZJ010000001.1     116521   121833   5.22   1                  1            1         1       
Listeria monocytogenes 1188554                                ABASGL010000021.1     52       5364     5.22   1                  1            1         1       
Listeria monocytogenes 1188544                                ABASGK010000019.1     116      5428     5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL010399                           ABASQC010000001.1     621431   626743   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL010467                           ABAUPM010000001.1     566846   572158   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL010556                           ABAVYV010000102.1     1188     4295     4.21   1                  1            0         1       
Listeria monocytogenes PNUSAL010557                           ABAVZH010000036.1     19950    25262    3.16   1                  0            1         1       
Listeria monocytogenes PNUSAL010565                           ABAWKE010000001.1     593201   598513   5.21   1                  1            1         1       
Listeria monocytogenes PNUSAL010197                           ABAWKY010000001.1     629245   634557   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL010580                           ABAWLL010000001.1     629245   634557   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL010635                           ABAZYF010000001.1     566841   572153   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL010816                           ABBIZR010000001.1     767923   773235   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL010917                           ABBLGR010000001.1     931825   937137   5.22   1                  1            1         1       
Listeria monocytogenes 1280309                                ABBOBT010000002.1     3659     8971     5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL010269                           ABBQYD010000001.1     593208   598520   5.21   1                  1            1         1       
Listeria monocytogenes PNUSAL011070                           ABBVRQ010000001.1     629253   634565   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL011234                           ABBZOP010000024.1     52       5364     5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL011366                           ABCCPC010000001.1     629165   634477   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL011368                           ABCCUY010000001.1     621402   626714   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL011367                           ABCCVN010000001.1     882690   888002   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL011440                           ABCEKT010000001.1     2391     7703     5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL011420                           ABCEEQ010000001.1     767774   773086   5.22   1                  1            1         1       
Listeria monocytogenes CFSAN075314                            ABCEYS010000001.1     3676     8988     5.22   1                  1            1         1       
Listeria monocytogenes CFSAN072333                            ABCFGI010000001.1     621383   626695   5.22   1                  1            1         1       
Listeria monocytogenes CFSAN075313                            ABCFMI010000001.1     627729   633041   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL011599                           ABCLGW010000001.1     882672   887984   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL011613                           ABCNQT010000001.1     426044   431356   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL011648                           ABCOXL010000001.1     629254   634566   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL011642                           ABCPYV010000001.1     566898   572210   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL011687                           ABCSIJ010000001.1     680368   685680   5.22   1                  1            1         1       
Listeria monocytogenes 1489859                                ABDDXN010000001.1     566784   572096   5.22   1                  1            1         1       
Listeria monocytogenes 1489837                                ABDEML010000001.1     566867   572179   5.22   1                  1            1         1       
Listeria monocytogenes CFSAN058400                            ABDQYH010000001.1     629254   634566   5.22   1                  1            1         1       
Listeria monocytogenes CFSAN058399                            ABDRAW010000001.1     629254   634566   5.22   1                  1            1         1       
Listeria monocytogenes CFSAN058401                            ABDRBM010000001.1     629254   634566   5.22   1                  1            1         1       
Listeria monocytogenes CFSAN056239                            ABDRDT010000008.1     139      5451     5.22   1                  1            1         1       
Listeria monocytogenes CFSAN058405                            ABDRFI010000001.1     629254   634566   5.22   1                  1            1         1       
Listeria monocytogenes CFSAN058402                            ABDRFS010000001.1     629254   634566   5.22   1                  1            1         1       
Listeria monocytogenes CFSAN058420                            ABDROY010000001.1     629254   634566   5.22   1                  1            1         1       
Listeria monocytogenes CFSAN062916                            ABDRSU010000001.1     621393   626705   5.22   1                  1            1         1       
Listeria monocytogenes CFSAN062917                            ABDRSS010000001.1     621393   626705   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL012087                           ABDTBL010000001.1     882671   887983   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL012214                           ABDVBR010000001.1     629166   634478   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL012189                           ABDVVP010000001.1     621304   626616   5.22   1                  1            1         1       
Listeria monocytogenes 1525906                                ABDXXM010000002.1     449      5761     5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL012242                           ABDYZY010000001.1     566809   572121   5.22   1                  1            1         1       
Listeria monocytogenes AG21-0194                              ABEFCA010000001.1     629246   634558   5.22   1                  1            1         1       
Listeria monocytogenes AG21-0195                              ABEFCD010000001.1     629245   634557   5.22   1                  1            1         1       
Listeria monocytogenes AG21-0202                              ABEFCG010000001.1     552220   557532   5.22   1                  1            1         1       
Listeria monocytogenes AG21-0192                              ABEFCE010000001.1     629246   634558   5.22   1                  1            1         1       
Listeria monocytogenes AG21-0200                              ABEFCM010000001.1     629245   634557   5.22   1                  1            1         1       
Listeria monocytogenes AG21-0193                              ABEFCQ010000001.1     629246   634558   5.22   1                  1            1         1       
Listeria monocytogenes AG21-0205                              ABEFEB010000001.1     629245   634557   5.22   1                  1            1         1       
Listeria monocytogenes AG21-0196                              ABEFEF010000001.1     629245   634557   5.22   1                  1            1         1       
Listeria monocytogenes AG21-0203                              ABEFEX010000001.1     629245   634557   5.22   1                  1            1         1       
Listeria monocytogenes AG21-0201                              ABEFGP010000001.1     629245   634557   5.22   1                  1            1         1       
Listeria monocytogenes AG21-0204                              ABEFGQ010000001.1     629245   634557   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL012533                           ABEFSO010000001.1     621826   627138   5.22   1                  1            1         1       
Listeria monocytogenes 1351492                                ABEFYR010000001.1     620980   626292   5.22   1                  1            1         1       
Listeria monocytogenes AG21-0227                              ABEHKU010000001.1     566396   571708   5.22   1                  1            1         1       
Listeria monocytogenes AG21-0228                              ABEHLE010000001.1     629245   634557   5.22   1                  1            1         1       
Listeria monocytogenes AG21-0229                              ABEHLQ010000001.1     629245   634557   5.22   1                  1            1         1       
Listeria monocytogenes AG21-0215                              ABEHLO010000001.1     629245   634557   5.22   1                  1            1         1       
Listeria monocytogenes AG21-0221                              ABEHMH010000001.1     629245   634557   5.22   1                  1            1         1       
Listeria monocytogenes AG21-0223                              ABEHML010000001.1     629245   634557   5.22   1                  1            1         1       
Listeria monocytogenes AG21-0216                              ABEHMQ010000001.1     629245   634557   5.22   1                  1            1         1       
Listeria monocytogenes AG21-0217                              ABEHMP010000001.1     46009    51321    5.22   1                  1            1         1       
Listeria monocytogenes AG21-0220                              ABEHMU010000001.1     629245   634557   5.22   1                  1            1         1       
Listeria monocytogenes AG21-0222                              ABEHMZ010000001.1     629245   634557   5.22   1                  1            1         1       
Listeria monocytogenes AG21-0251                              ABEHNZ010000001.1     629245   634557   5.22   1                  1            1         1       
Listeria monocytogenes AG21-0252                              ABEHOU010000001.1     629245   634557   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL012706                           ABEMJX010000001.1     629245   634557   5.22   1                  1            1         1       
Listeria monocytogenes 1564553                                ABESYD010000002.1     381464   386776   5.22   1                  1            1         1       
Listeria monocytogenes 1591352                                ABFJPS010000001.1     620979   626291   5.22   1                  1            1         1       
Listeria monocytogenes AG21-0392                              ABFKRR010000001.1     621906   627218   5.22   1                  1            1         1       
Listeria monocytogenes AG21-0391                              ABFKRQ010000001.1     621906   627218   5.22   1                  1            1         1       
Listeria monocytogenes AG21-0403                              ABFKRV010000001.1     621906   627218   5.22   1                  1            1         1       
Listeria monocytogenes AG21-0390                              ABFKSH010000001.1     621906   627218   5.22   1                  1            1         1       
Listeria monocytogenes AG21-0431                              ABFLDH010000001.1     621907   627219   5.22   1                  1            1         1       
Listeria monocytogenes AG21-0430                              ABFMHK010000001.1     621907   627219   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL013467                           ABFMTM010000043.1     331      5643     5.21   1                  1            1         1       
Listeria monocytogenes PNUSAL013579                           ABFPBY010000011.1     57       5369     5.22   1                  1            1         1       
Listeria monocytogenes 1603936                                ABFSIC010000002.1     452      5764     5.22   1                  1            1         1       
Listeria monocytogenes 1603930                                ABFSIH010000001.1     620979   626291   5.22   1                  1            1         1       
Listeria monocytogenes J3115                                  ABFTGR010000001.1     116416   121728   5.22   1                  1            1         1       
Listeria monocytogenes 22B04573-9                             ABGHKM010000001.1     629245   634557   5.22   1                  1            1         1       
Listeria monocytogenes 22B04573-4                             ABGHLI010000001.1     629245   634557   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL013963                           ABGJXY010000003.1     329839   335151   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL013989                           ABGKXV010000001.1     593232   598544   5.21   1                  1            1         1       
Listeria monocytogenes AG21-0465                              ABGMNH010000001.1     621906   627218   5.22   1                  1            1         1       
Listeria monocytogenes AG21-0464                              ABGMNP010000001.1     627279   632591   5.22   1                  1            1         1       
Listeria monocytogenes AG21-0473                              ABGMOU010000001.1     621906   627218   5.22   1                  1            1         1       
Listeria monocytogenes AG21-0472                              ABGMPO010000001.1     621906   627218   5.22   1                  1            1         1       
Listeria monocytogenes AG21-0471                              ABGMQU010000001.1     621906   627218   5.22   1                  1            1         1       
Listeria monocytogenes AG21-0463                              ABGMUF010000001.1     621906   627218   5.22   1                  1            1         1       
Listeria monocytogenes 22B05434-2                             ABGUIP010000001.1     629245   634557   5.22   1                  1            1         1       
Listeria monocytogenes 22B05434-8                             ABGWON010000001.1     629245   634557   5.22   1                  1            1         1       
Listeria monocytogenes P2T2A1Y1S4                             ABHDIK010000001.1     629244   634556   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL014553                           ABHEYK010000001.1     629245   634557   5.22   1                  1            1         1       
Listeria monocytogenes PNUSAL014547                           ABHFBE010000001.1     882672   887984   5.22   1                  1            1         1       
Listeria monocytogenes P1T4B1Y1S5                             ABHGRQ010000001.1     629254   634566   5.22   1                  1            1         1       
